"machine","app","exec","args","ranks","modules","spack_env","exec_path","events","path","duration","PAPI_BR_INS","PAPI_LD_INS","PAPI_SR_INS","PAPI_TOT_INS","PAPI_L1_LDM","PAPI_L1_STM","PAPI_L2_LDM","PAPI_L2_STM","EPT","FP_ARITH:SCALAR_SINGLE","FP_ARITH:SCALAR_DOUBLE","ARITH","IO Bytes Read","IO Bytes Written","PAPI_MEM_WCY","REALTIME (sec)"
"quartz","kripke.exe","kripke.exe","--niter 10 --pmethod sweep --groups 8 --arch sequential --legendre 4 --procs 4,4,2",32,"intel mvapich2 hpctoolkit/2021.10 papi","resource-equivalence-quartz","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-quartz/.spack-env/view/bin/kripke.exe","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e bdw_ep::FP_ARITH:SCALAR_SINGLE -e bdw_ep::FP_ARITH:SCALAR_DOUBLE -e bdw_ep::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/c626572814b34255c5492feb6c95aaf5', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/319b85a82d7b2248f442570c8f82d019', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/df377b3a1bdf6053ad554c5a9c19119a', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/d5c013a0e3ed676945c96de660374008']",0.0833,98062500.0,316812500.0,98562500.0,825000000.0,3000000.0,0.0,0.0,0.0,0.0,906.8125,133478209.15625,31907528.78125,67699.0625,2106053.3125,10687500.0,0.13608456249999998
"quartz","kripke.exe","kripke.exe","--niter 15 --pmethod bj --groups 16 --arch sequential --legendre 0",1,"intel mvapich2 hpctoolkit/2021.10 papi","resource-equivalence-quartz","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-quartz/.spack-env/view/bin/kripke.exe","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e bdw_ep::FP_ARITH:SCALAR_SINGLE -e bdw_ep::FP_ARITH:SCALAR_DOUBLE -e bdw_ep::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/ae1040ac980da713bf4bd557ca2cca34', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/7fc78e61e0879d0ea5edd14753079e9c', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/b86bb15e6f07a085d09f908d0eb733d3', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/9f6ced9a5512b0487777d1ada3047a50']",0.0833,10333333.333333334,69027777.77777778,16666666.666666664,147111111.11111107,2611111.111111111,2500000.0,138888.88888888888,166666.66666666663,0.0,15.444444444444445,38982378.61111111,40003114.43055555,525.0555555555555,30141.91666666667,17583333.333333332,0.037290375000000014
"quartz","kripke.exe","kripke.exe","--niter 15 --pmethod bj --groups 16 --arch sequential --legendre 0 --procs 4,4,2",32,"intel mvapich2 hpctoolkit/2021.10 papi","resource-equivalence-quartz","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-quartz/.spack-env/view/bin/kripke.exe","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e bdw_ep::FP_ARITH:SCALAR_SINGLE -e bdw_ep::FP_ARITH:SCALAR_DOUBLE -e bdw_ep::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/41d8266045a30a8a30bf7e542b2f3621', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/c7bcf1ce40d50c271d83c23058d14ee6', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/385fb6306fac018300cfac7eada52a72', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/99a718d606ee3cd40338179e7b76c450']",0.1,101687500.0,250812500.0,94500000.0,722625000.0,1250000.0,3875000.0,0.0,0.0,0.0,1141.625,86453443.3125,89541989.3125,69912.75,2106186.96875,52875000.0,0.1694471875
"quartz","kripke.exe","kripke.exe","--niter 15 --pmethod bj --groups 16 --arch sequential --legendre 1",1,"intel mvapich2 hpctoolkit/2021.10 papi","resource-equivalence-quartz","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-quartz/.spack-env/view/bin/kripke.exe","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e bdw_ep::FP_ARITH:SCALAR_SINGLE -e bdw_ep::FP_ARITH:SCALAR_DOUBLE -e bdw_ep::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/9f3333a8edf636a18a3c3965996e3d9b', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/83a1600b60019838265cfdbe05fed696', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/66eb4256bfe5d2279bf7c2ffed184087', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/455f77bb5bef555035befdb63529750e']",0.0833,18527777.777777776,110722222.22222222,26805555.55555556,247805555.55555555,2611111.111111111,3611111.1111111115,138888.88888888888,166666.66666666663,0.0,8.26388888888889,57388885.83333334,40122774.611111104,525.0555555555555,30141.91666666667,18388888.888888888,0.0469511111111111
"quartz","kripke.exe","kripke.exe","--niter 15 --pmethod bj --groups 16 --arch sequential --legendre 1 --procs 4,4,2",32,"intel mvapich2 hpctoolkit/2021.10 papi","resource-equivalence-quartz","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-quartz/.spack-env/view/bin/kripke.exe","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e bdw_ep::FP_ARITH:SCALAR_SINGLE -e bdw_ep::FP_ARITH:SCALAR_DOUBLE -e bdw_ep::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/b3c5668d93034ef8f7ea5dcbb12436c5', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/c79c12eed395272aa61a29193dafaab6', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/a7bb1d2eb8d0897c3e9d21ae58f04e24', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/1d73f681fdbf9a748fe645bd87a6549a']",0.0666,112937500.0,338062500.0,114375000.0,925187500.0,3062500.0,4000000.0,0.0,0.0,0.0,1149.5625,126639196.59375,89585222.8125,69912.75,2106186.96875,57812500.0,0.19974725
"quartz","kripke.exe","kripke.exe","--niter 15 --pmethod bj --groups 16 --arch sequential --legendre 2",1,"intel mvapich2 hpctoolkit/2021.10 papi","resource-equivalence-quartz","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-quartz/.spack-env/view/bin/kripke.exe","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e bdw_ep::FP_ARITH:SCALAR_SINGLE -e bdw_ep::FP_ARITH:SCALAR_DOUBLE -e bdw_ep::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/18ab43c190df2c22a8de4d8fef078c8c', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/e41c1849c871d1d7a2380c07ffad23d5', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/d5548830df15f5b74ec1559e941c78d9', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/2409036aebd127c230e5bffb7f983daa']",0.1,32194444.444444444,180277777.77777782,43666666.66666666,415750000.0,3361111.1111111115,5416666.666666667,194444.44444444447,166666.66666666663,0.0,23.972222222222218,88105967.55555555,40015440.902777776,525.0555555555555,30141.91666666667,18333333.33333333,0.06788247222222221
"quartz","kripke.exe","kripke.exe","--niter 15 --pmethod bj --groups 16 --arch sequential --legendre 2 --procs 4,4,2",32,"intel mvapich2 hpctoolkit/2021.10 papi","resource-equivalence-quartz","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-quartz/.spack-env/view/bin/kripke.exe","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e bdw_ep::FP_ARITH:SCALAR_SINGLE -e bdw_ep::FP_ARITH:SCALAR_DOUBLE -e bdw_ep::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/5725bd19f7c95f03b873d561854c7622', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/f4c717bc066dab8ffdc49cec57fe20d3', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/3f63100b541627a094aecc14c388e770', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/8dc2483bacbdc611968c09db8519f9fe']",0.1166,153250000.0,517625000.0,161937500.0,1369062500.0,4250000.0,6000000.0,0.0,0.0,0.0,1172.28125,200260546.53125,92259579.6875,69880.75,2106185.96875,55500000.0,0.248109625
"quartz","kripke.exe","kripke.exe","--niter 15 --pmethod bj --groups 16 --arch sequential --legendre 3",1,"intel mvapich2 hpctoolkit/2021.10 papi","resource-equivalence-quartz","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-quartz/.spack-env/view/bin/kripke.exe","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e bdw_ep::FP_ARITH:SCALAR_SINGLE -e bdw_ep::FP_ARITH:SCALAR_DOUBLE -e bdw_ep::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/8d19be521eba71b420bf59a8bb861fa7', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/a3cdd0d215ce6e1c0ec0de9fe6049a10', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/e0106d6107f859539f7fd879e70c2a67', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/5ed398d1a70ad886b00ce06bfc12626b']",0.15,51388888.88888889,277638888.8888889,67305555.55555555,650916666.6666666,4111111.1111111115,7888888.888888889,222222.22222222228,166666.66666666663,0.0,15.097222222222221,131111380.22222222,39967596.38888889,525.0555555555555,30141.91666666667,18944444.444444444,0.09431916666666668
"quartz","kripke.exe","kripke.exe","--niter 15 --pmethod bj --groups 16 --arch sequential --legendre 3 --procs 4,4,2",32,"intel mvapich2 hpctoolkit/2021.10 papi","resource-equivalence-quartz","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-quartz/.spack-env/view/bin/kripke.exe","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e bdw_ep::FP_ARITH:SCALAR_SINGLE -e bdw_ep::FP_ARITH:SCALAR_DOUBLE -e bdw_ep::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/caa90d009d502ac549af2d2adb9a1d92', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/0b8dde8a132c5709df8aa390bd136ef2', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/d8f36aef0aa4e00d291f854e5ccd5bd8', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/91c827021f22b789408f7c2447d21f38']",0.1,189812500.0,721187500.0,211437500.0,1857875000.0,8687500.0,6000000.0,0.0,0.0,0.0,1149.125,287687940.625,90393633.34375,67700.0,2106053.34375,56000000.0,0.30465303125
"quartz","kripke.exe","kripke.exe","--niter 15 --pmethod bj --groups 16 --arch sequential --legendre 4",1,"intel mvapich2 hpctoolkit/2021.10 papi","resource-equivalence-quartz","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-quartz/.spack-env/view/bin/kripke.exe","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e bdw_ep::FP_ARITH:SCALAR_SINGLE -e bdw_ep::FP_ARITH:SCALAR_DOUBLE -e bdw_ep::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/ac6759d998508fc014917d5d974e9001', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/ed57c80eb3930964001abaa7359f2469', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/3e48048bad93f6c2721bd057458b22ac', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/6cb2d1463ea321850e3d01a3067ad7f8']",0.1833,75916666.66666667,402750000.0,97666666.66666669,952972222.2222222,5027777.777777778,11166666.666666666,277777.7777777777,166666.66666666663,0.0,13.708333333333336,186412936.18055555,40095916.81944444,525.0555555555555,30141.91666666667,19388888.888888888,0.1257272083333333
"quartz","kripke.exe","kripke.exe","--niter 15 --pmethod bj --groups 16 --arch sequential --legendre 4 --procs 4,4,2",32,"intel mvapich2 hpctoolkit/2021.10 papi","resource-equivalence-quartz","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-quartz/.spack-env/view/bin/kripke.exe","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e bdw_ep::FP_ARITH:SCALAR_SINGLE -e bdw_ep::FP_ARITH:SCALAR_DOUBLE -e bdw_ep::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/24b4c645309cae4528536b4f630736a5', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/da44dc515ddd07ab09a9ff5d3645b1b2', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/0ee51d654b38eb1e6c9aebd0d27733db', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/1da4e3309331975cda115a921e7827bb']",0.1,260125000.0,1047187500.0,295687500.0,2658250000.0,9187500.0,6000000.0,0.0,0.0,0.0,1190.0,421704523.34375,93770145.125,69880.75,2106185.96875,56437500.0,0.39921590625
"quartz","kripke.exe","kripke.exe","--niter 15 --pmethod bj --groups 32 --arch sequential --legendre 0",1,"intel mvapich2 hpctoolkit/2021.10 papi","resource-equivalence-quartz","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-quartz/.spack-env/view/bin/kripke.exe","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e bdw_ep::FP_ARITH:SCALAR_SINGLE -e bdw_ep::FP_ARITH:SCALAR_DOUBLE -e bdw_ep::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/53ac9843d54a7f318af464be140228e6', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/89ce3a511a72f42d73b21c614ebc3ef7', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/e8f5816efe561ad6be3cb88815998983', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/b92f9f0fe4c8ce2dfb8306a3f1085f4c']",0.1333,23111111.11111111,148333333.33333334,34638888.88888889,316750000.0,5222222.222222222,5083333.333333333,277777.7777777777,333333.33333333326,0.0,11.777777777777779,79680088.81944445,80107011.88888888,525.0555555555555,30141.91666666667,34972222.222222224,0.0746092083333333
"quartz","kripke.exe","kripke.exe","--niter 15 --pmethod bj --groups 32 --arch sequential --legendre 0 --procs 4,4,2",32,"intel mvapich2 hpctoolkit/2021.10 papi","resource-equivalence-quartz","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-quartz/.spack-env/view/bin/kripke.exe","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e bdw_ep::FP_ARITH:SCALAR_SINGLE -e bdw_ep::FP_ARITH:SCALAR_DOUBLE -e bdw_ep::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/a5887f9182d05489d1543502ba72992e', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/208e560ae109c4ae2b2123aaa1f5d2e4', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/7011bbe4f7c9e2e87a875bce763cdeba', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/4f8855676e3f6b599f6d4db6dbce07e8']",0.1,165625000.0,475750000.0,167250000.0,1323312500.0,2812500.0,10000000.0,0.0,0.0,0.0,1202.65625,180634394.25,180207349.0625,69912.75,2106186.96875,94437500.0,0.32295803124999994
"quartz","kripke.exe","kripke.exe","--niter 15 --pmethod bj --groups 32 --arch sequential --legendre 1",1,"intel mvapich2 hpctoolkit/2021.10 papi","resource-equivalence-quartz","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-quartz/.spack-env/view/bin/kripke.exe","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e bdw_ep::FP_ARITH:SCALAR_SINGLE -e bdw_ep::FP_ARITH:SCALAR_DOUBLE -e bdw_ep::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/472e43628865921ba2e10e16bcf45839', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/77ed917fda7982788e711d7cfe91d4fc', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/ec6a334a7a89a477d95d1a37117ae61f', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/0644bd52aec66754a613c3bca2bbfdb4']",0.1833,47666666.66666666,263638888.88888893,58972222.22222222,588750000.0,5333333.333333333,7444444.444444444,277777.7777777777,333333.33333333326,0.0,6.736111111111112,121952639.625,80311984.06944445,525.0555555555555,30141.91666666667,36000000.0,0.10708156944444444
"quartz","kripke.exe","kripke.exe","--niter 15 --pmethod bj --groups 32 --arch sequential --legendre 1 --procs 4,4,2",32,"intel mvapich2 hpctoolkit/2021.10 papi","resource-equivalence-quartz","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-quartz/.spack-env/view/bin/kripke.exe","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e bdw_ep::FP_ARITH:SCALAR_SINGLE -e bdw_ep::FP_ARITH:SCALAR_DOUBLE -e bdw_ep::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/7df2f9d9682532c8a769662586927d93', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/f1a87be2fdbd36bb3266303991b36acd', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/60614573d41fdb406bc189e8f55901b7', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/5fdb4b495fd2d28978161f03413e92dd']",0.0833,223937500.0,755750000.0,229500000.0,1987437500.0,3937500.0,10000000.0,0.0,0.0,0.0,1156.28125,276039845.71875,181020194.5,69912.75,2106186.96875,99125000.0,0.39330846875
"quartz","kripke.exe","kripke.exe","--niter 15 --pmethod bj --groups 32 --arch sequential --legendre 2",1,"intel mvapich2 hpctoolkit/2021.10 papi","resource-equivalence-quartz","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-quartz/.spack-env/view/bin/kripke.exe","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e bdw_ep::FP_ARITH:SCALAR_SINGLE -e bdw_ep::FP_ARITH:SCALAR_DOUBLE -e bdw_ep::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/0b99a964d115270205e8fcded1f6ceb0', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/016062e86e0ad07f19a24b2327f048f9', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/2c4739a531bfb2b54da03d67de749f83', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/85a03432c6a6fa814e577e68a30d6f99']",0.2166,88555555.55555555,455777777.77777785,99500000.0,1041861111.1111113,7027777.777777777,11333333.333333336,388888.88888888893,333333.33333333326,0.0,16.13888888888889,192423212.875,79811776.69444445,525.0555555555555,30141.91666666667,37416666.66666666,0.15551487499999994
"quartz","kripke.exe","kripke.exe","--niter 15 --pmethod bj --groups 32 --arch sequential --legendre 2 --procs 4,4,2",32,"intel mvapich2 hpctoolkit/2021.10 papi","resource-equivalence-quartz","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-quartz/.spack-env/view/bin/kripke.exe","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e bdw_ep::FP_ARITH:SCALAR_SINGLE -e bdw_ep::FP_ARITH:SCALAR_DOUBLE -e bdw_ep::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/00613cfc6371276e353742f796bc3556', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/ca8a24ed90cc5089291d625218f14249', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/28fe70a5a3eae36bdc6665c52e178e35', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/c36a0182752ac91e8789b11d50401072']",0.0833,313062500.0,1197250000.0,324000000.0,3026250000.0,8625000.0,11625000.0,0.0,0.0,0.0,1163.5625,434966753.75,181686057.53125,69880.75,2106185.96875,87562500.0,0.5047611875
"quartz","kripke.exe","kripke.exe","--niter 15 --pmethod bj --groups 32 --arch sequential --legendre 3",1,"intel mvapich2 hpctoolkit/2021.10 papi","resource-equivalence-quartz","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-quartz/.spack-env/view/bin/kripke.exe","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e bdw_ep::FP_ARITH:SCALAR_SINGLE -e bdw_ep::FP_ARITH:SCALAR_DOUBLE -e bdw_ep::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/1272ecf40afad9bde41517537a7591d2', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/631886ea7dff99fdd971b6f1c030b0b3', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/91ab02d0004d11102d61942346caa24e', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/998df945348cdb9b0c3957f5a044a3eb']",0.3,145638888.88888893,724666666.6666666,156194444.44444445,1676166666.6666667,8500000.0,16694444.444444446,444444.44444444455,361111.11111111107,0.0,14.041666666666664,291037652.8888889,80022450.79166667,525.0555555555555,30141.91666666667,36500000.0,0.21636754166666666
"quartz","kripke.exe","kripke.exe","--niter 15 --pmethod bj --groups 32 --arch sequential --legendre 3 --procs 4,4,2",32,"intel mvapich2 hpctoolkit/2021.10 papi","resource-equivalence-quartz","/usr/WS1/dnicho/spack/var/spack/environments/resource-equivalence-quartz/.spack-env/view/bin/kripke.exe","-e PAPI_BR_INS -e PAPI_LD_INS -e PAPI_SR_INS -e PAPI_TOT_INS -e PAPI_L1_LDM -e PAPI_L1_STM -e PAPI_L2_LDM -e PAPI_L2_STM -e EPT -e bdw_ep::FP_ARITH:SCALAR_SINGLE -e bdw_ep::FP_ARITH:SCALAR_DOUBLE -e bdw_ep::ARITH -e IO -e PAPI_MEM_WCY -e REALTIME","['/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/e3cd47e8d3b7f159180efc66b057c032', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/843ac1818ac6ae5c8a173a43a59fc51b', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/c93b6f2ae50e0f2dfd140e9fff70f1ec', '/usr/WS1/dnicho/summer2022/resource-equivalences/data/quartz/kripke.exe/99bd89ef8e8c47d5c16b5668bc5cdc1e']",0.1,453125000.0,1831375000.0,464937500.0,4538687500.0,13000000.0,14687500.0,0.0,0.0,0.0,1174.75,656851383.59375,182125810.5625,69912.75,2106186.96875,82562500.0,0.687377375
